supplier_id,supplier_name,country,contact_email,rating
88,Supplier87,Canada,supplier87@supply.com,1.8
89,Supplier88,Mexico,supplier88@supply.com,1.8
90,Supplier89,Canada,supplier89@supply.com,1.8
91,Supplier90,Mexico,supplier90@supply.com,1.8
92,Supplier91,Canada,supplier91@supply.com,1.8
93,Supplier92,Mexico,supplier92@supply.com,1.8
94,Supplier93,Canada,supplier93@supply.com,1.8
95,Supplier94,Canada,supplier94@supply.com,1.8
96,Supplier95,Mexico,supplier95@supply.com,1.8
97,Supplier96,USA,supplier96@supply.com,1.8
98,Supplier97,USA,supplier97@supply.com,1.8
99,Supplier98,Canada,supplier98@supply.com,1.8
100,Supplier99,Mexico,supplier99@supply.com,1.8
101,Supplier100,USA,supplier100@supply.com,1.8
102,Supplier101,Mexico,supplier101@supply.com,1.8
103,Supplier102,USA,supplier102@supply.com,1.8
104,Supplier103,Mexico,supplier103@supply.com,1.8
105,Supplier104,Canada,supplier104@supply.com,1.8
106,Supplier105,Mexico,supplier105@supply.com,1.8
107,Supplier106,USA,supplier106@supply.com,1.8
108,Supplier107,Canada,supplier107@supply.com,1.8
109,Supplier108,Mexico,supplier108@supply.com,1.8
110,Supplier109,USA,supplier109@supply.com,1.8
111,Supplier110,Canada,supplier110@supply.com,1.8
112,Supplier111,Mexico,supplier111@supply.com,1.8
113,Supplier112,USA,supplier112@supply.com,1.8
114,Supplier113,Mexico,supplier113@supply.com,1.8
115,Supplier114,Mexico,supplier114@supply.com,1.8
116,Supplier115,Canada,supplier115@supply.com,1.8
117,Supplier116,Canada,supplier116@supply.com,1.8
118,Supplier117,USA,supplier117@supply.com,1.8
119,Supplier118,Canada,supplier118@supply.com,1.8
120,Supplier119,USA,supplier119@supply.com,1.8
121,Supplier120,Mexico,supplier120@supply.com,1.8
122,Supplier121,Mexico,supplier121@supply.com,1.8
123,Supplier122,USA,supplier122@supply.com,1.8
124,Supplier123,Mexico,supplier123@supply.com,1.8
125,Supplier124,Canada,supplier124@supply.com,1.8
126,Supplier125,Mexico,supplier125@supply.com,1.8
127,Supplier126,Canada,supplier126@supply.com,1.8
128,Supplier127,USA,supplier127@supply.com,1.8
129,Supplier128,USA,supplier128@supply.com,1.8
130,Supplier129,Mexico,supplier129@supply.com,1.8
131,Supplier130,Mexico,supplier130@supply.com,1.8
132,Supplier131,Canada,supplier131@supply.com,1.8
133,Supplier132,Canada,supplier132@supply.com,1.8
134,Supplier133,Mexico,supplier133@supply.com,1.8
135,Supplier134,Mexico,supplier134@supply.com,1.8
136,Supplier135,USA,supplier135@supply.com,1.8
137,Supplier136,USA,supplier136@supply.com,1.8
138,Supplier137,USA,supplier137@supply.com,1.8
139,Supplier138,Mexico,supplier138@supply.com,1.8
140,Supplier139,Mexico,supplier139@supply.com,1.8
141,Supplier140,Mexico,supplier140@supply.com,1.8
142,Supplier141,USA,supplier141@supply.com,1.8
143,Supplier142,Mexico,supplier142@supply.com,1.8
144,Supplier143,Canada,supplier143@supply.com,1.8
145,Supplier144,Mexico,supplier144@supply.com,1.8
146,Supplier145,Mexico,supplier145@supply.com,1.8
147,Supplier146,Mexico,supplier146@supply.com,1.8
148,Supplier147,Mexico,supplier147@supply.com,1.8
149,Supplier148,Mexico,supplier148@supply.com,1.8
150,Supplier149,Canada,supplier149@supply.com,1.8
151,Supplier150,Canada,supplier150@supply.com,1.8
152,Supplier151,Mexico,supplier151@supply.com,1.8
153,Supplier152,USA,supplier152@supply.com,1.8
154,Supplier153,Mexico,supplier153@supply.com,1.8
155,Supplier154,Mexico,supplier154@supply.com,1.8
156,Supplier155,Mexico,supplier155@supply.com,1.8
157,Supplier156,USA,supplier156@supply.com,1.8
158,Supplier157,USA,supplier157@supply.com,1.8
159,Supplier158,USA,supplier158@supply.com,1.8
160,Supplier159,Canada,supplier159@supply.com,1.8
161,Supplier160,USA,supplier160@supply.com,1.8
162,Supplier161,Canada,supplier161@supply.com,1.8
163,Supplier162,Canada,supplier162@supply.com,1.8
164,Supplier163,USA,supplier163@supply.com,1.8
165,Supplier164,USA,supplier164@supply.com,1.8
166,Supplier165,USA,supplier165@supply.com,1.8
167,Supplier166,Canada,supplier166@supply.com,1.8
168,Supplier167,Mexico,supplier167@supply.com,1.8
169,Supplier168,USA,supplier168@supply.com,1.8
170,Supplier169,USA,supplier169@supply.com,1.8
171,Supplier170,USA,supplier170@supply.com,1.8
172,Supplier171,Canada,supplier171@supply.com,1.8
173,Supplier172,Canada,supplier172@supply.com,1.8
174,Supplier173,Mexico,supplier173@supply.com,1.8
175,Supplier174,USA,supplier174@supply.com,1.8
176,Supplier175,Canada,supplier175@supply.com,1.8
177,Supplier176,Mexico,supplier176@supply.com,1.8
178,Supplier177,USA,supplier177@supply.com,1.8
179,Supplier178,Canada,supplier178@supply.com,1.8
180,Supplier179,USA,supplier179@supply.com,1.8
181,Supplier180,USA,supplier180@supply.com,1.8
182,Supplier181,Canada,supplier181@supply.com,1.8
183,Supplier182,Canada,supplier182@supply.com,1.8
184,Supplier183,Canada,supplier183@supply.com,1.8
185,Supplier184,USA,supplier184@supply.com,1.8
186,Supplier185,USA,supplier185@supply.com,1.8
187,Supplier186,Mexico,supplier186@supply.com,1.8
188,Supplier187,USA,supplier187@supply.com,1.8
189,Supplier188,Canada,supplier188@supply.com,1.8
190,Supplier189,USA,supplier189@supply.com,1.8
191,Supplier190,Mexico,supplier190@supply.com,1.8
192,Supplier191,Mexico,supplier191@supply.com,1.8
193,Supplier192,Canada,supplier192@supply.com,1.8
194,Supplier193,Canada,supplier193@supply.com,1.8
195,Supplier194,Mexico,supplier194@supply.com,1.8
196,Supplier195,Mexico,supplier195@supply.com,1.8
197,Supplier196,Mexico,supplier196@supply.com,1.8
198,Supplier197,Canada,supplier197@supply.com,1.8
199,Supplier198,Mexico,supplier198@supply.com,1.8
200,Supplier199,Mexico,supplier199@supply.com,1.8
201,Supplier200,Canada,supplier200@supply.com,1.8
202,Supplier201,USA,supplier201@supply.com,1.8
203,Supplier202,USA,supplier202@supply.com,1.8
204,Supplier203,Mexico,supplier203@supply.com,1.8
205,Supplier204,USA,supplier204@supply.com,1.8
206,Supplier205,USA,supplier205@supply.com,1.8
207,Supplier206,USA,supplier206@supply.com,1.8
208,Supplier207,USA,supplier207@supply.com,1.8
209,Supplier208,Mexico,supplier208@supply.com,1.8
210,Supplier209,USA,supplier209@supply.com,1.8
211,Supplier210,USA,supplier210@supply.com,1.8
212,Supplier211,Canada,supplier211@supply.com,1.8
213,Supplier212,Mexico,supplier212@supply.com,1.8
214,Supplier213,Canada,supplier213@supply.com,1.8
215,Supplier214,Canada,supplier214@supply.com,1.8
216,Supplier215,Mexico,supplier215@supply.com,1.8
217,Supplier216,USA,supplier216@supply.com,1.8
218,Supplier217,Canada,supplier217@supply.com,1.8
219,Supplier218,Mexico,supplier218@supply.com,1.8
220,Supplier219,USA,supplier219@supply.com,1.8
221,Supplier220,Mexico,supplier220@supply.com,1.8
222,Supplier221,Canada,supplier221@supply.com,1.8
223,Supplier222,USA,supplier222@supply.com,1.8
224,Supplier223,USA,supplier223@supply.com,1.8
225,Supplier224,Mexico,supplier224@supply.com,1.8
226,Supplier225,USA,supplier225@supply.com,1.8
227,Supplier226,Canada,supplier226@supply.com,1.8
228,Supplier227,Canada,supplier227@supply.com,1.8
229,Supplier228,Canada,supplier228@supply.com,1.8
230,Supplier229,Mexico,supplier229@supply.com,1.8
231,Supplier230,USA,supplier230@supply.com,1.8
232,Supplier231,USA,supplier231@supply.com,1.8
233,Supplier232,USA,supplier232@supply.com,1.8
234,Supplier233,Canada,supplier233@supply.com,1.8
235,Supplier234,USA,supplier234@supply.com,1.8
236,Supplier235,Canada,supplier235@supply.com,1.8
237,Supplier236,USA,supplier236@supply.com,1.8
238,Supplier237,Canada,supplier237@supply.com,1.8
239,Supplier238,USA,supplier238@supply.com,1.8
240,Supplier239,Mexico,supplier239@supply.com,1.8
241,Supplier240,Mexico,supplier240@supply.com,1.8
242,Supplier241,Canada,supplier241@supply.com,1.8
243,Supplier242,Canada,supplier242@supply.com,1.8
244,Supplier243,USA,supplier243@supply.com,1.8
245,Supplier244,USA,supplier244@supply.com,1.8
246,Supplier245,Mexico,supplier245@supply.com,1.8
247,Supplier246,USA,supplier246@supply.com,1.8
248,Supplier247,Canada,supplier247@supply.com,1.8
249,Supplier248,Canada,supplier248@supply.com,1.8
250,Supplier249,Canada,supplier249@supply.com,1.8
251,Supplier250,Canada,supplier250@supply.com,1.8
252,Supplier251,Canada,supplier251@supply.com,1.8
253,Supplier252,Mexico,supplier252@supply.com,1.8
254,Supplier253,Mexico,supplier253@supply.com,1.8
255,Supplier254,Canada,supplier254@supply.com,1.8
256,Supplier255,USA,supplier255@supply.com,1.8
257,Supplier256,Canada,supplier256@supply.com,1.8
258,Supplier257,Mexico,supplier257@supply.com,1.8
259,Supplier258,Canada,supplier258@supply.com,1.8
260,Supplier259,Mexico,supplier259@supply.com,1.8
261,Supplier260,Mexico,supplier260@supply.com,1.8
262,Supplier261,Canada,supplier261@supply.com,1.8
263,Supplier262,Canada,supplier262@supply.com,1.8
264,Supplier263,USA,supplier263@supply.com,1.8
265,Supplier264,Mexico,supplier264@supply.com,1.8
266,Supplier265,USA,supplier265@supply.com,1.8
267,Supplier266,Canada,supplier266@supply.com,1.8
268,Supplier267,Mexico,supplier267@supply.com,1.8
269,Supplier268,USA,supplier268@supply.com,1.8
270,Supplier269,USA,supplier269@supply.com,1.8
271,Supplier270,USA,supplier270@supply.com,1.8
272,Supplier271,Canada,supplier271@supply.com,1.8
273,Supplier272,Canada,supplier272@supply.com,1.8
274,Supplier273,Canada,supplier273@supply.com,1.8
275,Supplier274,Mexico,supplier274@supply.com,1.8
276,Supplier275,Canada,supplier275@supply.com,1.8
277,Supplier276,Mexico,supplier276@supply.com,1.8
278,Supplier277,USA,supplier277@supply.com,1.8
279,Supplier278,USA,supplier278@supply.com,1.8
280,Supplier279,Canada,supplier279@supply.com,1.8
281,Supplier280,USA,supplier280@supply.com,1.8
282,Supplier281,Canada,supplier281@supply.com,1.8
283,Supplier282,Mexico,supplier282@supply.com,1.8
284,Supplier283,USA,supplier283@supply.com,1.8
285,Supplier284,Canada,supplier284@supply.com,1.8
286,Supplier285,USA,supplier285@supply.com,1.8
287,Supplier286,USA,supplier286@supply.com,1.8
288,Supplier287,Canada,supplier287@supply.com,1.8
289,Supplier288,USA,supplier288@supply.com,1.8
290,Supplier289,USA,supplier289@supply.com,1.8
291,Supplier290,USA,supplier290@supply.com,1.8
292,Supplier291,USA,supplier291@supply.com,1.8
293,Supplier292,Mexico,supplier292@supply.com,1.8
294,Supplier293,USA,supplier293@supply.com,1.8
295,Supplier294,USA,supplier294@supply.com,1.8
296,Supplier295,Canada,supplier295@supply.com,1.8
297,Supplier296,Mexico,supplier296@supply.com,1.8
298,Supplier297,Canada,supplier297@supply.com,1.8
299,Supplier298,Canada,supplier298@supply.com,1.8
300,Supplier299,Canada,supplier299@supply.com,1.8
301,Supplier300,Mexico,supplier300@supply.com,1.8
302,Supplier301,Canada,supplier301@supply.com,1.8
303,Supplier302,Canada,supplier302@supply.com,1.8
304,Supplier303,Canada,supplier303@supply.com,1.8
305,Supplier304,USA,supplier304@supply.com,1.8
306,Supplier305,Canada,supplier305@supply.com,1.8
307,Supplier306,Mexico,supplier306@supply.com,1.8
308,Supplier307,Mexico,supplier307@supply.com,1.8
309,Supplier308,USA,supplier308@supply.com,1.8
310,Supplier309,Mexico,supplier309@supply.com,1.8
311,Supplier310,Mexico,supplier310@supply.com,1.8
312,Supplier311,USA,supplier311@supply.com,1.8
313,Supplier312,Canada,supplier312@supply.com,1.8
314,Supplier313,USA,supplier313@supply.com,1.8
315,Supplier314,Canada,supplier314@supply.com,1.8
316,Supplier315,Canada,supplier315@supply.com,1.8
317,Supplier316,Mexico,supplier316@supply.com,1.8
318,Supplier317,USA,supplier317@supply.com,1.8
319,Supplier318,Mexico,supplier318@supply.com,1.8
320,Supplier319,Mexico,supplier319@supply.com,1.8
321,Supplier320,Canada,supplier320@supply.com,1.8
322,Supplier321,Mexico,supplier321@supply.com,1.8
323,Supplier322,USA,supplier322@supply.com,1.8
324,Supplier323,Mexico,supplier323@supply.com,1.8
325,Supplier324,Mexico,supplier324@supply.com,1.8
326,Supplier325,Canada,supplier325@supply.com,1.8
327,Supplier326,USA,supplier326@supply.com,1.8
328,Supplier327,Mexico,supplier327@supply.com,1.8
329,Supplier328,Canada,supplier328@supply.com,1.8
330,Supplier329,Mexico,supplier329@supply.com,1.8
331,Supplier330,USA,supplier330@supply.com,1.8
332,Supplier331,Mexico,supplier331@supply.com,1.8
333,Supplier332,Mexico,supplier332@supply.com,1.8
334,Supplier333,Canada,supplier333@supply.com,1.8
335,Supplier334,Mexico,supplier334@supply.com,1.8
336,Supplier335,Canada,supplier335@supply.com,1.8
337,Supplier336,USA,supplier336@supply.com,1.8
338,Supplier337,Mexico,supplier337@supply.com,1.8
339,Supplier338,USA,supplier338@supply.com,1.8
340,Supplier339,USA,supplier339@supply.com,1.8
341,Supplier340,Mexico,supplier340@supply.com,1.8
342,Supplier341,Canada,supplier341@supply.com,1.8
343,Supplier342,USA,supplier342@supply.com,1.8
344,Supplier343,USA,supplier343@supply.com,1.8
345,Supplier344,Mexico,supplier344@supply.com,1.8
346,Supplier345,Mexico,supplier345@supply.com,1.8
347,Supplier346,Mexico,supplier346@supply.com,1.8
348,Supplier347,Mexico,supplier347@supply.com,1.8
349,Supplier348,Mexico,supplier348@supply.com,1.8
350,Supplier349,Mexico,supplier349@supply.com,1.8
351,Supplier350,Canada,supplier350@supply.com,1.8
352,Supplier351,USA,supplier351@supply.com,1.8
353,Supplier352,Canada,supplier352@supply.com,1.8
354,Supplier353,Canada,supplier353@supply.com,1.8
355,Supplier354,Mexico,supplier354@supply.com,1.8
356,Supplier355,USA,supplier355@supply.com,1.8
357,Supplier356,Canada,supplier356@supply.com,1.8
358,Supplier357,Mexico,supplier357@supply.com,1.8
359,Supplier358,Mexico,supplier358@supply.com,1.8
360,Supplier359,USA,supplier359@supply.com,1.8
361,Supplier360,Canada,supplier360@supply.com,1.8
362,Supplier361,Canada,supplier361@supply.com,1.8
363,Supplier362,Canada,supplier362@supply.com,1.8
364,Supplier363,Mexico,supplier363@supply.com,1.8
365,Supplier364,USA,supplier364@supply.com,1.8
366,Supplier365,USA,supplier365@supply.com,1.8
367,Supplier366,Canada,supplier366@supply.com,1.8
368,Supplier367,Mexico,supplier367@supply.com,1.8
369,Supplier368,Canada,supplier368@supply.com,1.8
370,Supplier369,USA,supplier369@supply.com,1.8
371,Supplier370,Mexico,supplier370@supply.com,1.8
372,Supplier371,Canada,supplier371@supply.com,1.8
373,Supplier372,Canada,supplier372@supply.com,1.8
374,Supplier373,Mexico,supplier373@supply.com,1.8
375,Supplier374,USA,supplier374@supply.com,1.8
376,Supplier375,Mexico,supplier375@supply.com,1.8
377,Supplier376,Canada,supplier376@supply.com,1.8
378,Supplier377,Canada,supplier377@supply.com,1.8
379,Supplier378,Canada,supplier378@supply.com,1.8
380,Supplier379,Canada,supplier379@supply.com,1.8
381,Supplier380,USA,supplier380@supply.com,1.8
382,Supplier381,USA,supplier381@supply.com,1.8
383,Supplier382,Canada,supplier382@supply.com,1.8
384,Supplier383,USA,supplier383@supply.com,1.8
385,Supplier384,USA,supplier384@supply.com,1.8
386,Supplier385,USA,supplier385@supply.com,1.8
387,Supplier386,Canada,supplier386@supply.com,1.8
388,Supplier387,Mexico,supplier387@supply.com,1.8
389,Supplier388,Mexico,supplier388@supply.com,1.8
390,Supplier389,Mexico,supplier389@supply.com,1.8
391,Supplier390,Canada,supplier390@supply.com,1.8
392,Supplier391,USA,supplier391@supply.com,1.8
393,Supplier392,USA,supplier392@supply.com,1.8
394,Supplier393,Canada,supplier393@supply.com,1.8
395,Supplier394,Canada,supplier394@supply.com,1.8
396,Supplier395,Mexico,supplier395@supply.com,1.8
397,Supplier396,Mexico,supplier396@supply.com,1.8
398,Supplier397,Canada,supplier397@supply.com,1.8
399,Supplier398,Mexico,supplier398@supply.com,1.8
400,Supplier399,USA,supplier399@supply.com,1.8
401,Supplier400,Canada,supplier400@supply.com,1.8
402,Supplier401,Canada,supplier401@supply.com,1.8
403,Supplier402,USA,supplier402@supply.com,1.8
404,Supplier403,USA,supplier403@supply.com,1.8
405,Supplier404,USA,supplier404@supply.com,1.8
406,Supplier405,Mexico,supplier405@supply.com,1.8
407,Supplier406,Canada,supplier406@supply.com,1.8
408,Supplier407,Mexico,supplier407@supply.com,1.8
409,Supplier408,USA,supplier408@supply.com,1.8
410,Supplier409,Mexico,supplier409@supply.com,1.8
411,Supplier410,USA,supplier410@supply.com,1.8
412,Supplier411,Mexico,supplier411@supply.com,1.8
413,Supplier412,Mexico,supplier412@supply.com,1.8
414,Supplier413,USA,supplier413@supply.com,1.8
415,Supplier414,Mexico,supplier414@supply.com,1.8
416,Supplier415,Canada,supplier415@supply.com,1.8
417,Supplier416,Mexico,supplier416@supply.com,1.8
418,Supplier417,Mexico,supplier417@supply.com,1.8
419,Supplier418,Canada,supplier418@supply.com,1.8
420,Supplier419,USA,supplier419@supply.com,1.8
421,Supplier420,Canada,supplier420@supply.com,1.8
422,Supplier421,Mexico,supplier421@supply.com,1.8
423,Supplier422,USA,supplier422@supply.com,1.8
424,Supplier423,Mexico,supplier423@supply.com,1.8
425,Supplier424,Mexico,supplier424@supply.com,1.8
426,Supplier425,Canada,supplier425@supply.com,1.8
427,Supplier426,Canada,supplier426@supply.com,1.8
428,Supplier427,USA,supplier427@supply.com,1.8
429,Supplier428,USA,supplier428@supply.com,1.8
430,Supplier429,USA,supplier429@supply.com,1.8
431,Supplier430,Mexico,supplier430@supply.com,1.8
432,Supplier431,Canada,supplier431@supply.com,1.8
433,Supplier432,Canada,supplier432@supply.com,1.8
434,Supplier433,Canada,supplier433@supply.com,1.8
435,Supplier434,USA,supplier434@supply.com,1.8
436,Supplier435,Canada,supplier435@supply.com,1.8
437,Supplier436,Canada,supplier436@supply.com,1.8
438,Supplier437,Canada,supplier437@supply.com,1.8
439,Supplier438,USA,supplier438@supply.com,1.8
440,Supplier439,Canada,supplier439@supply.com,1.8
441,Supplier440,USA,supplier440@supply.com,1.8
442,Supplier441,Canada,supplier441@supply.com,1.8
443,Supplier442,Canada,supplier442@supply.com,1.8
444,Supplier443,Canada,supplier443@supply.com,1.8
445,Supplier444,USA,supplier444@supply.com,1.8
446,Supplier445,USA,supplier445@supply.com,1.8
447,Supplier446,Canada,supplier446@supply.com,1.8
448,Supplier447,Mexico,supplier447@supply.com,1.8
449,Supplier448,USA,supplier448@supply.com,1.8
450,Supplier449,USA,supplier449@supply.com,1.8
451,Supplier450,Canada,supplier450@supply.com,1.8
452,Supplier451,Mexico,supplier451@supply.com,1.8
453,Supplier452,Canada,supplier452@supply.com,1.8
454,Supplier453,USA,supplier453@supply.com,1.8
455,Supplier454,USA,supplier454@supply.com,1.8
456,Supplier455,Canada,supplier455@supply.com,1.8
457,Supplier456,Canada,supplier456@supply.com,1.8
458,Supplier457,Mexico,supplier457@supply.com,1.8
459,Supplier458,Mexico,supplier458@supply.com,1.8
460,Supplier459,USA,supplier459@supply.com,1.8
461,Supplier460,Mexico,supplier460@supply.com,1.8
462,Supplier461,Mexico,supplier461@supply.com,1.8
463,Supplier462,USA,supplier462@supply.com,1.8
464,Supplier463,USA,supplier463@supply.com,1.8
465,Supplier464,USA,supplier464@supply.com,1.8
466,Supplier465,USA,supplier465@supply.com,1.8
467,Supplier466,Canada,supplier466@supply.com,1.8
468,Supplier467,USA,supplier467@supply.com,1.8
469,Supplier468,USA,supplier468@supply.com,1.8
470,Supplier469,USA,supplier469@supply.com,1.8
471,Supplier470,Mexico,supplier470@supply.com,1.8
472,Supplier471,USA,supplier471@supply.com,1.8
473,Supplier472,Canada,supplier472@supply.com,1.8
474,Supplier473,Canada,supplier473@supply.com,1.8
475,Supplier474,USA,supplier474@supply.com,1.8
476,Supplier475,Canada,supplier475@supply.com,1.8
477,Supplier476,Mexico,supplier476@supply.com,1.8
478,Supplier477,USA,supplier477@supply.com,1.8
479,Supplier478,Canada,supplier478@supply.com,1.8
480,Supplier479,Canada,supplier479@supply.com,1.8
481,Supplier480,USA,supplier480@supply.com,1.8
482,Supplier481,Canada,supplier481@supply.com,1.8
483,Supplier482,USA,supplier482@supply.com,1.8
484,Supplier483,Canada,supplier483@supply.com,1.8
485,Supplier484,Mexico,supplier484@supply.com,1.8
486,Supplier485,Canada,supplier485@supply.com,1.8
487,Supplier486,Canada,supplier486@supply.com,1.8
488,Supplier487,USA,supplier487@supply.com,1.8
489,Supplier488,Canada,supplier488@supply.com,1.8
490,Supplier489,USA,supplier489@supply.com,1.8
491,Supplier490,Mexico,supplier490@supply.com,1.8
492,Supplier491,USA,supplier491@supply.com,1.8
493,Supplier492,USA,supplier492@supply.com,1.8
494,Supplier493,Canada,supplier493@supply.com,1.8
495,Supplier494,Mexico,supplier494@supply.com,1.8
496,Supplier495,USA,supplier495@supply.com,1.8
497,Supplier496,Canada,supplier496@supply.com,1.8
498,Supplier497,Canada,supplier497@supply.com,1.8
499,Supplier498,USA,supplier498@supply.com,1.8
500,Supplier499,Canada,supplier499@supply.com,1.8
501,Supplier500,USA,supplier500@supply.com,1.8
502,Supplier501,USA,supplier501@supply.com,1.8
503,Supplier502,USA,supplier502@supply.com,1.8
504,Supplier503,Mexico,supplier503@supply.com,1.8
505,Supplier504,USA,supplier504@supply.com,1.8
506,Supplier505,Canada,supplier505@supply.com,1.8
507,Supplier506,Mexico,supplier506@supply.com,1.8
508,Supplier507,Canada,supplier507@supply.com,1.8
509,Supplier508,Mexico,supplier508@supply.com,1.8
510,Supplier509,Mexico,supplier509@supply.com,1.8
511,Supplier510,Mexico,supplier510@supply.com,1.8
512,Supplier511,Mexico,supplier511@supply.com,1.8
513,Supplier512,Canada,supplier512@supply.com,1.8
514,Supplier513,USA,supplier513@supply.com,1.8
515,Supplier514,Canada,supplier514@supply.com,1.8
516,Supplier515,USA,supplier515@supply.com,1.8
517,Supplier516,Canada,supplier516@supply.com,1.8
518,Supplier517,Mexico,supplier517@supply.com,1.8
519,Supplier518,Mexico,supplier518@supply.com,1.8
520,Supplier519,USA,supplier519@supply.com,1.8
521,Supplier520,USA,supplier520@supply.com,1.8
522,Supplier521,Canada,supplier521@supply.com,1.8
523,Supplier522,USA,supplier522@supply.com,1.8
524,Supplier523,Canada,supplier523@supply.com,1.8
525,Supplier524,USA,supplier524@supply.com,1.8
526,Supplier525,USA,supplier525@supply.com,1.8
527,Supplier526,USA,supplier526@supply.com,1.8
528,Supplier527,Mexico,supplier527@supply.com,1.8
529,Supplier528,Mexico,supplier528@supply.com,1.8
530,Supplier529,Canada,supplier529@supply.com,1.8
531,Supplier530,USA,supplier530@supply.com,1.8
532,Supplier531,Canada,supplier531@supply.com,1.8
533,Supplier532,USA,supplier532@supply.com,1.8
534,Supplier533,Mexico,supplier533@supply.com,1.8
535,Supplier534,Mexico,supplier534@supply.com,1.8
536,Supplier535,USA,supplier535@supply.com,1.8
537,Supplier536,USA,supplier536@supply.com,1.8
